Name,metabolite class,Time,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
PC(14:0/18:2),Glycerophospholipid,5.41,-4.617925286,12.61018907,0.032240546,0.020601933,730.021,653.413,729.530855,294,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.62,1.08,1.62,4.436037495,917.5202963,37.18789493,32.84615473,33.74058192,23.98731231,20.04386629,21.50445978,14.65128416,16.06210913,8.474365408,9.438466324,5.271527283,6.000160841,-1.51,22312597398,48.49,33.33433628,36.28654643,306.6836621,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,134.4638792,44.94575136,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,174.0511597,47.50841825,24.30408043,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,167.9471933,24.30408043,0,0,0,111.19,26.50285076,19.04753426,0,32.02471246,17.44860889,57.78739461,77.04985948,0,21.14301595,38.15155483,18.52122023,0,0,0,0,0,0,0,0,22.86582656,86.10639566,0.85,50,0,9,0,0,0,0,0,0,8,0,10,36,0,0,0,0,10.1638,203.6849
alpha-tocopherol,Vitamin,5.75,-0.071169628,10.38955999,0.071169628,0.358643944,430.717,380.317,430.3810808,178,0,0.126524753,-0.507381418,0.507381418,0.126524753,0.806451613,1.35483871,1.935483871,1.738265683,705.4238778,23.1814338,21.86568729,21.86568729,14.53720036,13.04315779,13.04315779,11.44147859,11.44147859,7.867340574,7.867340574,5.273240358,5.273240358,-1.18,3925844.643,26.07536061,11.61618397,7.43044339,192.7270196,9.843390349,17.10007448,0,0,0,0,0,0,0,0,72.64070016,87.8223079,5.563451492,0,9.843390349,0,0,0,17.75371814,131.6199863,0,22.25380597,0,11.49902367,4.736862954,0,11.49902367,0,10.70757821,6.420821623,38.52492974,121.0807082,0,0,0,0,29.46,0,5.106527395,0,5.601050811,5.749511833,59.45604932,56.93002448,0,13.8474744,41.5424232,4.736862954,0,0,0,0,0,0,0,0,0,57.25,0.793103448,31,1,2,0,1,1,1,0,1,2,1,2,12,0,0,0,2,8.84026,134.3908
Sphingomyelin SM(d18:1/16:0),Sphingolipid,5.77,-4.573291102,12.77269458,0.001751843,0.029136722,703.043,623.411,702.5675749,286,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.708333333,1.125,1.5625,4.49860562,803.8357792,35.77368137,32.19837997,33.09280716,23.00414906,20.05077727,21.51137076,14.99973572,16.41056069,8.997348561,9.961449478,5.739431376,6.462399513,-0.76,8630718069,47.24,32.16797008,33.72365135,296.9638064,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,167.2575903,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,192.9346438,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,180.7888366,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,121.9956108,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.10094387,77.53794502,0.923076923,48,2,8,0,0,0,0,0,0,6,2,9,36,0,0,0,0,9.7785,200.8774
LacCer(d18:1/16:0),Sphingolipid,5.84,-1.783341079,13.10746717,0.239944436,0.029169155,862.196,774.5,861.6177418,354,0,0.219892073,-0.393566515,0.393566515,0.219892073,0.583333333,1.033333333,1.533333333,1.888532082,1067.27957,43.96139762,37.20795064,37.20795064,29.08535508,23.93046589,23.93046589,17.24759411,17.24759411,11.97404471,11.97404471,7.995665921,7.995665921,-1.27,5.81E+12,54.86281487,34.17737132,21.88343706,360.9798161,65.11645958,48.8317311,12.58005346,5.907179729,0,0,4.794537184,0,0,0,167.2575903,19.26246487,6.420821623,31.96645311,64.59420816,5.907179729,0,5.316788604,0,254.3464284,19.82064589,12.15204021,0,0,5.316788604,0,0,0,140.1376366,23.741989,0,180.7888366,12.15204021,0,0,0,227.86,86.77135571,45.64675634,0,18.93488332,6.420821623,38.52492974,115.5747892,6.076020107,6.076020107,19.164263,18.94745182,0,0,0,0,0,0,0,0,0,140.6666667,0.934782609,60,9,14,0,2,2,0,0,0,13,9,14,36,0,2,2,2,5.2114,230.8201
PE(15:0/15:0),Glycerophospholipid,5.93,-4.357782748,12.47640596,0.057648498,0.03858671,663.918,593.358,663.4839048,268,0,0.471859239,-0.461628173,0.471859239,0.461628173,0.577777778,0.955555556,1.355555556,4.213734264,723.7603636,33.27368137,29.1200692,30.01449639,21.8408657,18.51201202,20.00745713,12.45927597,13.91278529,7.993089366,8.97731188,5.222346836,5.987662655,-0.99,2978465302,44.01,32.93149096,32.73169372,275.6082432,20.10080499,6.606881965,6.103966388,0,0,19.7613077,18.63656869,4.565048285,0,0,155.1055501,12.84164325,19.38639965,13.21376393,37.56875449,19.7613077,0,0,5.733667477,186.892803,26.3654023,0,0,0,5.733667477,0,0,7.822697123,49.30139087,32.67534288,0,180.7888366,0,0,0,0,134.38,26.50285076,19.04753426,0,38.56946887,6.420821623,32.10410811,115.5747892,0,0,13.8474744,24.25488771,0,0,0,0,0,0,0,0,21.78181161,77.69041061,0.942857143,45,3,9,0,0,0,0,0,0,8,2,10,35,0,0,0,0,9.7161,183.0127
PC(16:0/16:1),Glycerophospholipid,5.96,-4.614885592,12.60719508,0.029585681,0.020409458,732.037,653.413,731.5465051,296,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.6,1.02,1.5,4.403386944,875.9055331,37.18789493,33.10566776,34.00009495,23.98731231,20.39403638,21.85462987,15.00483755,16.41566252,8.785533214,9.749634131,5.530839859,6.259473417,-1.25,22312621556,48.75,33.57738442,36.53785969,307.3732652,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,141.5743038,38.52492974,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,186.892803,47.50841825,12.15204021,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,180.7888366,12.15204021,0,0,0,111.19,26.50285076,19.04753426,0,32.02471246,17.44860889,51.36657298,96.31232434,0,21.14301595,25.99951461,18.52122023,0,0,0,0,0,0,0,0,22.88097174,85.09125048,0.9,50,0,9,0,0,0,0,0,0,8,0,10,37,0,0,0,0,10.3878,203.7789
Sphingomyelin SM(d18:2/18:0),Sphingolipid,6.03,-4.579533275,12.80156718,0.001031229,0.028536818,729.081,647.433,728.5832249,296,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.68,1.14,1.64,4.467026813,875.6132497,37.18789493,33.35308051,34.2475077,24.00414906,20.70060718,22.16120067,15.34138373,16.7522087,9.136594451,10.10069537,5.80043561,6.523403747,-1.02,22838660463,48.98,33.79251228,35.38563866,309.0040876,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,160.1471657,38.52492974,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,192.9346438,40.90153628,24.30408043,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,180.7888366,24.30408043,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,121.9956108,6.076020107,27.21903605,31.31630322,9.047494323,0,0,0,0,0,0,0,0,23.12436509,81.5145238,0.87804878,50,2,8,0,0,0,0,0,0,6,2,9,37,0,0,0,0,10.3347,210.0174
SM(d19:1/16:0),Sphingolipid,6.04,-4.574749592,12.78528245,0.001839721,0.028681593,717.07,635.422,716.5832249,292,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.693877551,1.102040816,1.530612245,4.481146434,819.0841323,36.48078815,32.90548675,33.79991394,23.50414906,20.55077727,22.01137076,15.35328911,16.76411408,9.247348561,10.21144948,5.916208072,6.639176208,-0.76,14040783351,48.24,33.10077788,35.42817204,303.3287485,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,173.6784119,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,199.3554654,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,187.2096582,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,128.4164325,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.12184429,79.0170446,0.925,49,2,8,0,0,0,0,0,0,6,2,9,37,0,0,0,0,10.1686,205.4944
GlcCer(d18:1/16:0),Sphingolipid,6.05,-1.560088172,12.86840179,0.177509996,0.030701645,700.055,622.439,699.5649184,290,0,0.219892073,-0.393566515,0.393566515,0.219892073,0.673469388,1.12244898,1.591836735,2.428921388,781.3809289,35.95332593,31.45595514,31.45595514,23.84897297,20.41344968,20.41344968,14.44021154,14.44021154,9.862131591,9.862131591,6.507705678,6.507705678,-1.07,28409538789,45.95086376,31.6485492,23.1800294,299.1862028,40.32315149,24.41586555,6.290026729,5.907179729,0,0,4.794537184,0,0,0,167.2575903,19.26246487,6.420821623,25.35957115,39.80090007,5.907179729,0,5.316788604,0,223.6405361,13.21376393,12.15204021,0,0,5.316788604,0,0,0,87.50528013,14.26826309,0,180.7888366,12.15204021,0,0,0,148.71,49.45858146,30.32717416,0,12.51406169,6.420821623,38.52492974,121.9956108,6.076020107,6.076020107,19.164263,9.473725908,0,0,0,0,0,0,0,0,0,107.5,0.925,49,6,9,0,1,1,0,0,0,8,6,9,33,0,1,1,1,7.3872,198.1867
PS(17:0/17:0),Glycerophospholipid,6.06,-4.703520059,12.58745979,0.168924381,0.030792899,764.035,685.411,763.5363343,308,0,0.471885393,-0.480021089,0.480021089,0.471885393,0.519230769,0.846153846,1.211538462,4.346125409,905.5905516,38.54970225,33.1742017,34.06862889,25.10739135,21.06175143,22.55719654,14.49208766,15.94559698,9.355242528,10.30596205,6.007169395,6.785339789,-1.52,71384032908,50.48,36.45570801,35.50676673,316.3887096,25.20733238,12.64872279,6.103966388,0,0,25.73061299,23.43110588,4.565048285,0,0,180.7888366,12.84164325,12.84164325,13.21376393,47.46981907,25.73061299,0,0,5.733667477,218.6179303,19.82064589,0,0,0,5.733667477,0,0,7.822697123,59.87430797,37.46988007,0,206.4721231,0,0,0,0,171.68,51.09018413,23.84207144,0,19.44852521,12.84164325,38.52492974,128.4164325,0,0,18.37122156,24.83766794,0,0,0,0,0,0,0,0,21.86153008,98.11069214,0.925,52,4,11,0,0,0,0,0,0,9,3,12,40,0,0,0,0,10.7297,208.0375
PC(16:0/18:2),Glycerophospholipid,6.12,-4.619282774,12.63767909,0.031069311,0.020117121,758.075,677.435,757.5621552,306,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.596153846,1.038461538,1.538461538,4.389460467,948.7585622,38.60210849,34.2603683,35.15479549,24.98731231,21.06070305,22.52129653,15.38973773,16.8005627,9.002143186,9.966244102,5.631285802,6.35991936,-1.51,59011811418,50.49,35.2076635,38.22181688,319.4135464,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,160.1471657,32.10410811,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,186.892803,47.50841825,24.30408043,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,180.7888366,24.30408043,0,0,0,111.19,26.50285076,19.04753426,0,32.02471246,17.44860889,51.36657298,96.31232434,0,21.14301595,38.15155483,18.52122023,0,0,0,0,0,0,0,0,22.91065988,89.06156235,0.857142857,52,0,9,0,0,0,0,0,0,8,0,10,38,0,0,0,0,10.944,212.9189
PE(16:0/20:4),Glycerophospholipid,6.26,-4.386265923,12.52028127,0.04421787,0.027612595,740.016,665.424,739.515205,296,0,0.471859239,-0.461628173,0.471859239,0.461628173,0.588235294,1.039215686,1.568627451,4.304965469,980.7191875,37.51632206,32.32465779,33.21908498,24.8408657,20.11133167,21.60677679,13.15447737,14.60798669,8.217834238,9.202056751,5.213989964,5.979305783,-2.03,55109269913,48.97,37.71819426,37.53300117,311.0394837,20.10080499,6.606881965,6.103966388,0,0,19.7613077,18.63656869,4.565048285,0,0,152.347138,51.36657298,19.38639965,13.21376393,37.56875449,19.7613077,0,0,5.733667477,174.0511597,26.3654023,48.60816085,0,0,5.733667477,0,0,7.822697123,49.30139087,32.67534288,0,167.9471933,48.60816085,0,0,0,134.38,32.47215605,19.04753426,0,32.60016358,12.84164325,38.52492974,89.89150272,0,6.076020107,56.37961515,24.25488771,0,0,0,0,0,0,0,0,21.82805425,90.64416798,0.756097561,51,3,9,0,0,0,0,0,0,8,2,10,37,0,0,0,0,11.1607,210.3387
PE(16:0/18:2),Glycerophospholipid,6.27,-4.371180813,12.52503848,0.052264987,0.027872359,715.994,641.402,715.515205,288,0,0.471859239,-0.461628173,0.471859239,0.461628173,0.612244898,1.06122449,1.591836735,4.221036163,865.9664709,36.10210849,31.42947027,32.32389747,23.8408657,19.81167185,21.30711696,13.15447737,14.60798669,8.340169851,9.324392364,5.369560525,6.134876344,-1.51,20847185170,47.49,36.28654643,36.09720836,299.6888056,20.10080499,6.606881965,6.103966388,0,0,19.7613077,18.63656869,4.565048285,0,0,147.3055224,44.94575136,19.38639965,13.21376393,37.56875449,19.7613077,0,0,5.733667477,186.892803,26.3654023,24.30408043,0,0,5.733667477,0,0,7.822697123,49.30139087,32.67534288,0,180.7888366,24.30408043,0,0,0,134.38,26.50285076,19.04753426,0,38.56946887,6.420821623,57.78739461,89.89150272,0,0,38.15155483,24.25488771,0,0,0,0,0,0,0,0,21.83466161,85.63756061,0.846153846,49,3,9,0,0,0,0,0,0,8,2,10,37,0,0,0,0,10.8285,201.2927
PA(17:0/17:0),Glycerophospholipid,6.38,-4.739793207,12.34801442,0.219678226,0.038208659,676.957,603.373,676.5043059,274,0,0.469211784,-0.461628173,0.469211784,0.461628173,0.47826087,0.782608696,1.108695652,3.908250367,726.1609469,33.98078815,29.9958978,30.89032499,22.28020552,19.33251441,20.86281115,13.27361199,14.51296478,8.62583726,9.111257822,5.727025064,6.087483777,-0.95,4469714769,45.05,33.93237054,35.89598599,282.6789252,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,180.7888366,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,0,212.5760895,13.21376393,0,0,0,0,0,0,7.822697123,41.0431641,28.15159572,0,206.4721231,0,0,0,0,119.36,32.47215605,14.15412265,0,19.44852521,6.420821623,32.10410811,141.2580757,0,0,18.37122156,19.26054911,0,0,0,0,0,0,0,0,15.69823938,85.27398284,0.945945946,46,2,8,0,0,0,0,0,0,6,2,9,36,0,0,0,0,11.2935,188.6931
PC(16:0/16:0),Glycerophospholipid,6.47,-4.610112349,12.61632731,0.025902453,0.02667982,734.053,653.413,733.5621552,298,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.54,0.9,1.28,4.363942737,834.6618622,37.18789493,33.36518078,34.25960797,23.98731231,20.74420647,22.20479995,15.37029632,16.78112129,9.127284924,10.09138584,5.831420375,6.560053933,-0.99,22312621556,49.01,33.82058092,36.78925643,308.0628682,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,167.9471933,12.84164325,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,199.7344462,47.50841825,0,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,193.6304798,0,0,0,0,111.19,26.50285076,19.04753426,0,32.02471246,17.44860889,32.10410811,128.4164325,0,21.14301595,13.8474744,18.52122023,0,0,0,0,0,0,0,0,22.89776029,84.07446193,0.95,50,0,9,0,0,0,0,0,0,8,0,10,38,0,0,0,0,10.6118,203.8729
Sphingomyelin SM(d18:1/18:0),Sphingolipid,6.5,-4.575850046,12.80525041,0.001897022,0.028336539,731.097,647.433,730.598875,298,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.68,1.08,1.5,4.443945414,834.3695788,37.18789493,33.61259353,34.50702072,24.00414906,21.05077727,22.51137076,15.7068425,17.11766747,9.497348561,10.46144948,6.092984767,6.815952904,-0.76,22838660463,49.24,34.0358384,35.63439963,309.6936906,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,180.0992336,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,205.7762871,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,193.6304798,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,134.8372541,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.13747085,80.50141804,0.926829268,50,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,10.5587,210.1114
Ceramide Cer(d18:1/16:0),Sphingolipid,6.58,-0.830274981,12.24962295,0.064873574,0.063075307,537.914,470.378,537.512095,226,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.605263158,0.973684211,1.368421053,3.631327447,507.9594001,27.94525424,25.70395965,25.70395965,18.65059567,16.90148947,16.90148947,11.59217573,11.59217573,7.770328587,7.770328587,5.117472719,5.117472719,-0.87,140367165.7,37.13,30.66836692,26.72581947,237.3925896,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,167.2575903,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,192.9346438,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,180.7888366,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,134.8372541,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,74.33333333,0.911764706,38,3,4,0,0,0,0,0,0,3,3,4,30,0,0,0,0,9.563,165.5533
SM(d16:1/20:0),Sphingolipid,6.59,-4.57465504,12.80244465,0.001794209,0.028336539,731.097,647.433,730.598875,298,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.68,1.08,1.5,4.384313024,834.3695788,37.18789493,33.61259353,34.50702072,24.00414906,21.05077727,22.51137076,15.7068425,17.11766747,9.497348561,10.46144948,6.092984767,6.815952904,-0.76,22838634039,49.24,34.0358384,35.63439963,309.6936906,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,180.0992336,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,205.7762871,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,193.6304798,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,134.8372541,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.11984924,80.51903964,0.926829268,50,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,10.5587,210.1114
PC(18:0/22:6),Glycerophospholipid,6.59,-4.647604133,12.65150683,0.046696941,0.019724035,834.173,749.501,833.5934553,334,0,0.306081173,-0.756117339,0.756117339,0.306081173,0.551724138,0.982758621,1.431034483,4.476895316,1216.458462,42.84474918,37.46495689,38.35938408,27.98731231,22.64318595,24.10377944,16.03862427,17.44944924,9.254488967,10.21858988,5.738659055,6.467292613,-2.55,1.09E+12,55.45,39.88672857,43.03974243,354.8447869,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,176.6512184,51.36657298,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,174.0511597,47.50841825,72.91224128,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,167.9471933,72.91224128,0,0,0,111.19,32.47215605,19.04753426,0,26.05540717,17.44860889,57.78739461,77.04985948,0,33.29505616,74.60767547,18.52122023,0,0,0,0,0,0,0,0,22.92571471,102.0465075,0.708333333,58,0,9,0,0,0,0,0,0,8,0,10,40,0,0,0,0,12.3886,240.2449
PE(P-16:0/20:4),Glycerophospholipid,6.62,-4.30409295,12.50566605,0.00867773,0.021378728,724.017,649.425,723.5202903,290,0,0.471859239,-0.49756818,0.49756818,0.471859239,0.62,1.08,1.64,4.250591756,947.2044964,36.64607857,31.86400326,32.75843045,24.44701885,19.82681388,21.32225899,12.86170477,14.31521409,8.002078373,8.986300886,5.070966514,5.836282333,-1.96,37796733709,48.04,38.27512446,37.29902475,306.1883586,20.10080499,6.606881965,6.103966388,0,0,13.79200241,13.84203151,4.565048285,0,0,145.9263164,63.86341471,12.96557803,19.47584438,32.7742173,13.79200241,0,0,5.733667477,167.6303381,26.3654023,60.94626141,0,0,5.733667477,0,0,7.822697123,43.33208558,27.8808057,0,161.5263717,60.94626141,0,0,0,117.31,19.8959688,14.25299707,0,32.78622392,6.420821623,38.52492974,96.31232434,6.262080448,6.076020107,62.45563525,24.25488771,0,0,0,0,0,0,0,0,21.90046701,84.40508855,0.731707317,50,3,8,0,0,0,0,0,0,7,2,9,37,0,0,0,0,11.7577,209.8547
Sphingomyelin SM(d18:1/20:1),Sphingolipid,6.68,-4.581704839,12.82529251,0.0009171,0.027977811,757.135,671.455,756.6145251,308,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.653846154,1.057692308,1.5,4.430534321,906.5431311,38.60210849,34.76729407,35.66172126,25.00414906,21.70060718,23.16120067,16.04849051,17.45931548,9.655596852,10.61969777,6.145957641,6.868925778,-1.02,60401448721,50.98,35.66788776,37.30180067,321.7339718,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,166.5679873,44.94575136,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,205.7762871,40.90153628,24.30408043,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,193.6304798,24.30408043,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,134.8372541,6.076020107,27.21903605,31.31630322,9.047494323,0,0,0,0,0,0,0,0,23.15522587,84.48366302,0.88372093,52,2,8,0,0,0,0,0,0,6,2,9,39,0,0,0,0,11.1149,219.2514
PE(18:0/20:4),Glycerophospholipid,6.93,-4.388619303,12.54039186,0.044331999,0.027110294,768.07,689.446,767.5465051,308,0,0.471859239,-0.461628173,0.471859239,0.461628173,0.566037736,1,1.509433962,4.264739118,1012.247758,38.93053562,33.73887135,34.63329854,25.8408657,21.11133167,22.60677679,13.86158415,15.31509347,8.717834238,9.702056751,5.567543355,6.332859174,-2.03,1.46E+11,50.97,39.65683803,39.4769826,323.7693679,20.10080499,6.606881965,6.103966388,0,0,19.7613077,18.63656869,4.565048285,0,0,165.1887812,51.36657298,19.38639965,13.21376393,37.56875449,19.7613077,0,0,5.733667477,186.892803,26.3654023,48.60816085,0,0,5.733667477,0,0,7.822697123,49.30139087,32.67534288,0,180.7888366,48.60816085,0,0,0,134.38,32.47215605,19.04753426,0,32.60016358,12.84164325,38.52492974,102.733146,0,6.076020107,56.37961515,24.25488771,0,0,0,0,0,0,0,0,21.861467,93.61075523,0.76744186,53,3,9,0,0,0,0,0,0,8,2,10,39,0,0,0,0,11.9409,219.5727
Cer(d18:1/17:0),Sphingolipid,6.94,-0.830556606,12.26678516,0.064073852,0.05927788,551.941,482.389,551.5277451,232,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.58974359,0.948717949,1.333333333,3.616044053,522.0185934,28.65236102,26.41106643,26.41106643,19.15059567,17.40148947,17.40148947,11.94572912,11.94572912,8.020328587,8.020328587,5.294249415,5.294249415,-0.87,228597575.5,38.13,31.65491681,28.45397393,243.7575317,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,173.6784119,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,199.3554654,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,187.2096582,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,141.2580757,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,75.83333333,0.914285714,39,3,4,0,0,0,0,0,0,3,3,4,31,0,0,0,0,9.9531,170.1703
PC(O-16:0/18:1),Glycerophospholipid,7.04,-4.517254982,12.64315227,0.027617111,0.020254964,746.108,661.436,745.5985407,304,0,0.305724352,-0.756117342,0.756117342,0.305724352,0.588235294,1.019607843,1.490196078,4.241091538,832.5110527,37.731865,34.31873981,35.213167,24.59346546,21.42090983,22.88150332,15.70739998,17.11822495,9.316837668,10.28093858,5.952674416,6.681307974,-0.76,40466252938,50.24,36.22780475,40.26535066,315.9416273,27.89766269,19.25560476,0,0,7.822697123,5.969305288,9.359585469,0,0,0,160.8367687,38.52492974,13.02770359,34.35677988,37.25724816,13.79200241,0,0,0,199.7344462,54.11530021,12.15204021,0,0,4.893411603,0,0,7.822697123,70.67160275,27.8808057,0,193.6304798,12.15204021,0,0,0,94.12,13.92666351,14.25299707,0,25.78995118,24.05549085,44.94575136,128.4164325,0,21.14301595,25.99951461,18.52122023,0,0,0,0,0,0,0,0,23.08154699,80.72400856,0.928571429,51,0,8,0,0,0,0,0,0,7,0,9,40,0,0,0,0,11.6414,212.8729
PE(P-18:0/22:6),Glycerophospholipid,7.08,-4.315894123,12.52768879,0.002202452,0.02083229,776.093,697.469,775.5515905,310,0,0.471859239,-0.49756818,0.49756818,0.471859239,0.592592593,1.055555556,1.537037037,4.248062384,1095.57551,39.47450569,34.17340433,35.06783152,26.44701885,21.12647371,22.62191882,13.5419381,14.99544742,8.404537545,9.388760058,5.340115457,6.105431276,-2.48,2.64E+11,51.52,41.67858053,40.69958781,330.268921,20.10080499,6.606881965,6.103966388,0,0,13.79200241,13.84203151,4.565048285,0,0,170.2303968,63.86341471,12.96557803,19.47584438,32.7742173,13.79200241,0,0,5.733667477,167.6303381,26.3654023,85.25034184,0,0,5.733667477,0,0,7.822697123,43.33208558,27.8808057,0,161.5263717,85.25034184,0,0,0,117.31,19.8959688,14.25299707,0,32.78622392,6.420821623,51.36657298,83.4706811,6.262080448,18.22806032,74.60767547,24.25488771,0,0,0,0,0,0,0,0,21.93821241,92.36734314,0.666666667,54,3,8,0,0,0,0,0,0,7,2,9,39,0,0,0,0,12.8701,228.1347
